sample_id	dtype	urls	uri
HG00358	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00358/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00358.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00358/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00358.nucflag.bed.md5
HG005	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG005/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG005.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG005/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG005.nucflag.bed.md5
HG00512	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00512/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00512.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00512/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00512.nucflag.bed.md5
HG00609	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00609/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00609.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00609/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00609.nucflag.bed.md5
HG00621	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00621/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00621.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00621/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00621.nucflag.bed.md5
HG00642	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00642/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00642.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00642/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00642.nucflag.bed.md5
HG00658	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00658/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00658.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00658/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00658.nucflag.bed.md5
HG00673	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00673/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00673.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00673/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00673.nucflag.bed.md5
HG00706	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00706/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00706.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00706/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00706.nucflag.bed.md5
HG00731	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00731/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00731.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00731/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00731.nucflag.bed.md5
HG00738	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00738/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00738.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00738/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG00738.nucflag.bed.md5
HG01074	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01074/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01074.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01074/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01074.nucflag.bed.md5
HG01099	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01099/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01099.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01099/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01099.nucflag.bed.md5
HG01106	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01106/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01106.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01106/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01106.nucflag.bed.md5
HG01109	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01109/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01109.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01109/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01109.nucflag.bed.md5
HG01167	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01167/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01167.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01167/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01167.nucflag.bed.md5
HG01192	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01192/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01192.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01192/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01192.nucflag.bed.md5
HG01243	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01243/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01243.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01243/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01243.nucflag.bed.md5
HG01252	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01252/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01252.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01252/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01252.nucflag.bed.md5
HG01255	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01255/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01255.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01255/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01255.nucflag.bed.md5
HG01258	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01258/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01258.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01258/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01258.nucflag.bed.md5
HG01261	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01261/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01261.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01261/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01261.nucflag.bed.md5
HG01358	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01358/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01358.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01358/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01358.nucflag.bed.md5
HG01433	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01433/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01433.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01433/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01433.nucflag.bed.md5
HG01457	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01457/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01457.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01457/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01457.nucflag.bed.md5
HG01505	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01505/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01505.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01505/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01505.nucflag.bed.md5
HG01530	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01530/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01530.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01530/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01530.nucflag.bed.md5
HG01596	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01596/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01596.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01596/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01596.nucflag.bed.md5
HG01890	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01890/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01890.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01890/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01890.nucflag.bed.md5
HG01928	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01928/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01928.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01928/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01928.nucflag.bed.md5
HG01934	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01934/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01934.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01934/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01934.nucflag.bed.md5
HG01943	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01943/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01943.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01943/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01943.nucflag.bed.md5
HG01952	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01952/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01952.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01952/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG01952.nucflag.bed.md5
HG02011	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02011/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02011.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02011/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02011.nucflag.bed.md5
HG02015	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02015/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02015.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02015/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02015.nucflag.bed.md5
HG02027	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02027/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02027.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02027/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02027.nucflag.bed.md5
HG02040	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02040/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02040.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02040/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02040.nucflag.bed.md5
HG02055	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02055/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02055.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02055/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02055.nucflag.bed.md5
HG02056	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02056/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02056.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02056/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02056.nucflag.bed.md5
HG02071	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02071/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02071.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02071/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02071.nucflag.bed.md5
HG02074	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02074/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02074.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02074/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02074.nucflag.bed.md5
HG02083	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02083/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02083.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02083/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02083.nucflag.bed.md5
HG02129	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02129/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02129.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02129/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02129.nucflag.bed.md5
HG02132	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02132/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02132.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02132/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02132.nucflag.bed.md5
HG02135	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02135/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02135.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02135/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02135.nucflag.bed.md5
HG02145	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02145/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02145.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02145/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02145.nucflag.bed.md5
HG02258	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02258/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02258.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02258/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02258.nucflag.bed.md5
HG02391	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02391/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02391.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02391/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02391.nucflag.bed.md5
HG02392	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02392/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02392.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02392/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02392.nucflag.bed.md5
HG02486	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02486/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02486.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02486/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02486.nucflag.bed.md5
HG02492	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02492/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02492.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02492/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02492.nucflag.bed.md5
HG02514	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02514/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02514.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02514/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02514.nucflag.bed.md5
HG02554	bedfile_hash	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02554/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02554.nucflag.bed.md5	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02554/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02554.nucflag.bed.md5
